hoek , punt
weekoverzicht , hoofdlijn
scheuren , scheuren
geneesmiddelenleer , medicijnen
alvleesklier , klier
William Shakespeare , toneelschrijver
verschrompelen , zengen
asceet , figuur
staatsiebezoek , visite
kustvlakte , land
peperbus , bus
hik , afweerreactie
werkje , boekje
ondiepte , plaats
schenking , alteratie
klaaglied , lied
ruitertje , ding
NS , maatschappij
sollicitatieplicht , plicht
dropwater , drank
staatslening , transactie
wreken , werken
colonoscopie , endoscopie
opzegging , beëindiging
korstmos , paddestoel
tijdslimiet , grens
quotering , deling
bestuurskunde , wetenschap
spatader , bloedvat
bevel , dictee
filosoferen , houden
metalepsis , metonymie
dribbelen , overspringen
verstopping , symptoom
frisbee , schijf
alkeen , alifatische verbinding
duim , vinger
bewerken , verfraaien
voorkomen , overdrijven
massaontslag , uitstoot
filmbeeld , fotografie
vergunning , aanbesteding
blueszanger , zangeres
zilvererts , erts
wooncomfort , gerief
patrouilleboot , schip
borrelen , bewegen
Mozes , profeet
laten , laten
sol , teken
postzak , zak
overkomen , overspringen
forceren , havenen
adviesorgaan , instelling
boeienkoning , kunstenaar
ontmaskering , revelatie
farmacopee , verzameling
schrijver , nieuwsgaarder
doorlopen , deelnemen
ochlocratie , bestuursvorm
pump , schoen
tweewieler , rijwiel
uitslijten , afpeigeren
tootsie , figuur
gelukstelegram , telegram
leek , buma
binnendringen , overspringen
hersenschors , gedeelte
speech , taaldaad
parasiteren , houden
operatie , bezigheid
overbelasting , plicht
gevarenzone , zone
ketonurie , symptoom
porseleinkast , pronkkast
hoofdrekenen , de hersens inspannen
autoboot , schip
retourneren , brengen
zwaveldioxide , dioxide
ontstopper , loog
afwassen , schoonwassen
brommer , scheurijzer
overgangsperiode , periode
riet , waterplant
assortiment , algemeen
maagzout , zout
corridor , plaats
rijspoor , ding
hondsvlieg , wesp
Ashton , choreograaf
volk , groep
bedenking , bedoeling
mot , onderscheid
opereren , handelen
kletsen , aantonen
pact , pact
tarweaar , lijster
herwinnen , toe-eigenen
multiplex , laminaat
crossen , spelen
made , insect
bloeiwijze , bloempje
gasbedrijf , nutsbedrijf
sloop , destructie
doorvoer , transport
natuursteen , materiaal
huichelen , houden
behouden , blijven
schrijverij , bezigheid
vloedgolf , golf
oryx , antilope
maal , tijd
gezegde , spreektaal
gaan , verplaatsen
hersentumor , neoplasma
lopen , deelnemen
wedde , gage
vlindernet , vangnet
vooruitsteken , uitstaan
palaver , nonsens
editen , bewerken
ridderlijkheid , gedrag
rijgveter , koord
meun , vis
verstekeling , veergeld
Didrikson , sporter
wake , ceremonie
elektriciteitsnet , elektra
waterval , plaats
vervolgcursus , cursus
afwezige , reiziger
pianoconcert , muziekuitvoering
Albaans , Indogermaans
turkoois , kobalt
genadeslag , ontwikkeling
vertragen , verlagen
koorde , rechte
podium , toestand
grenscontrole , surveillance
massamoord , manslag
trapezewerker , acrobaat
tijdopneming , bezigheid
beeldverslag , beschrijving
onteren , overweldigen
kernreactor , installatie
plukken , voortbewegen
legbuis , orgaan
mankracht , intensiteit
abri , hokje
striptekenaar , la
hertrouwen , huwen
opwerken , ontwikkelen
huisarts , huisarts
rite , manieren
routineonderzoek , onderzoek
uitblinken , opvallen
glooien , aflopen
kaardebol , kruid
hervormingsprogramma , idee
mondstuk , pijp
kleefstof , materiaal
banket , gebak
Havel , staatsman
androsteron , androgeen
prinsjesdag , dinsdag
genereren , werken
storingsdienst , afdeling
fundering , balsem
kleinigheid , gedeelte
rouwrand , rand
vlekkentest , onderzoeking
kniereflex , afweerreactie
Sint-Pieter , godshuis
vrouwelijke bloedverwant , verwant
onderlijf , lichaamsdeel
knopje , juwelen
chronometer , uurwerk
singel , broekriem
golven , stromen
boerenjongens , brandy
uitdaging , werklast
punk , afgescheidene
zeilschip , vaartuig
treinstel , trein
kwadrateren , multipliceren
regeringscrisis , noodsituatie
cremeren , branden
zenuwpees , figuur
carrièremaker , beroeps
delen , verdelen
badderen , schoonwassen
ademtest , onderzoeking
ergeren , kriebelen
gerechtshof , constructie
Josef , patriarch
scarabee , mestkever
geklungel , werk
censuur , contraspionage
doorseinen , uitzenden
worst , vleeswaren
thuisclub , vereniging
buks , vuurwapen
herformuleren , uitspreken
seizoenopruiming , opruiming
storting , betaling
hoefgetrappel , geluid
lekstralen , revelatie
elektrometer , teller
suikerwater , drank
vluchtroute , route
verminken , blesseren
zwaargewicht , worstelaar
professionalisme , bezigheid
leadzanger , zangeres
luchtkoeling , koeling
slakkenhuis , schelp
hamerbijl , akst
revolverschot , schot
arm , lidmaat
lokaal netwerk , netwerk
volgauto , auto
legerkorps , legerafdeling
Mariakapel , kapel
mottenbal , chemische substantie
zeester , gedierte
snik , beweging
verwijding , vergroting
torpederen , voortbewegen
pijp , blaasinstrument
dagprijs , prijs
Donizetti , toonzetter
escapist , dagdromer
hoogoven , oven
fluiten , spelen
imponeren , opvallen
inrit , baan
inlichting , administratie
gezagscrisis , verstoring
zweren , toezeggen
draai , beweging
Libanon , stuff
aanslagbiljet , factuur
secretaris-generaal , hoofd
clou , kernpunt
rotding , ding
sociologie , sociale wetenschappen
formatieplaats , standplaats
lokvogel , figuur
verteren , bewerken
blad , ding
klapstuk , riblap
wetten , bewerken
navelbreuk , herniatie
rotskloof , tussenruimte
grauw , kleurtje
afzetten , zetten
mormel , joekel
werker , loontrekker
ontwikkelen , veranderen
afgaan , zakken
informatica , technologie
alchemist , connaisseur
varensman , varensman
doorsnijden , snijden
wetenschapsfilosoof , connaisseur
behoedzaamheid , karaktertrek
opening , tussenruimte
curriculum vitae , beschrijving
toevertrouwen , blootleggen
auteursrecht , inwilliging
behoren , wezen
kruisboog , boog
limoen , citrusvrucht
stikken , bedekken
aanbouw , bouwwerk
vingeren , bevredigen
soepkop , soepkom
mossel , zeevruchten
berk , boom
systeemanalyse , ontleding
zetelverdeling , verspreiding
pees , snaar
velg , hoepel
leeuwin , leeuw
poseren , optreden
opbinden , verbinden
alpenhoorn , horen
rondreizen , overspringen
zwoerd , huid
schaftlokaal , restaurant
verfijnen , corrigeren
zenuwlijder , figuur
zelfmoordpiloot , piloot
poleposition , standplaats
langslaper , figuur
ossestaartsoep , soep
jezuïet , zuster
groupie , vereerder
jatten , beetpakken
gelijkschakelen , bejegenen
logeergast , genodigde
opmaken , zetten
mislopen , mislopen
macaroni , deegwaren
kamerjas , jasje
Amerikaanse gebarentaal , vingerspraak
formatie , bandje
flinkheid , attitude
slip , manoeuvre
buitenopname , opname
hoofdzetel , kabinet
Astaire , danser
vilt , textiel
zeekaart , plattegrond
glasvezel , garen
polshorloge , uurwerk
machtswellust , begeerte
vijl , handgereedschap
luisterdichtheid , getal
branden , schijnen
voorgevoel , angst
schets , beschrijving
stellen , veranderen
cultus , aanbidding
strijdkreet , geblèr
onverwachtheid , haast
standplaats , plaats
rangtelwoord , woord
Archimedes , wiskundige
kussen , raken
rondvaartboot , passagiersboot
Göteborg , moederstad
scherpte , scherpte
zaadcel , kiemcel
verdrievoudigen , multipliceren
gedachtenwereld , attitude
kot , kamer
samenwerkingsverband , associatie
afschrijven , vaarwelzeggen
schoondochter , verwant
compromitteren , kwaadspreken
inlopen , voortbewegen
aapje , zoogdier
ijzelen , keren
tong , overslag
aanbod , grootte
postadres , correspondentieadres
stadsgracht , vaartje
pool , gebied
verwarren , verlegen maken
verlopen , versmallen
aanpakken , werken
maken , werken
vakman , kracht
Boogschutter , zodiacteken
benoemen , stichten
aanstippen , raken
vloedlijn , lijn
betalingsbalans , hoofdlijn
bevriezing , alteratie
aanzuiveren , zetten
afschrijven , bekennen
spreekverbod , bevel
buitenkant , zij
grossieren , voortbewegen
zintuig , orgaan
valkuil , val
zwijmelen , dagdromen
bluffen , verlakkerij
slaatje , gerecht
gebabbel , praatje
senior , meerderjarige
onvolwassenheid , epoch
vuur , plantenziekte
pap , havermoutpap
schaakspel , bordspel
Statenvertaling , bewerking
Hepworth , beeldhouwer
vezel , materiaal
zeilvereniging , vereniging
registratiecomputer , recorder
munitie , ammunitie
isoglosse , lijn
liniaal , maat
spijt , inkeer
emanciperen , bevrijden
wespentaille , leest
aantrekken , de hersens inspannen
filmhuis , bios
smashen , slaan
freewheelen , voortbewegen
doorspreken , overleggen
vervijfvoudigen , opzetten
zoutzuur , zoutzuur
transfereren , betalen
blaar , koetje-boe
lezing , lezen
leidersfiguur , meesteres
juweel , juweel
gaspatroon , patroon
sprenkelen , verspreiden
begeleiding , hulpverlening
wildwater , schuim
gevoel , feeling
wereldbeeld , beeld
terugwinning , daad
onthulling , verrichting
golfclub , vereniging
manicure , zorg
bagel , broodje
achterhuis , vertrek
strafcel , kamer
gaanderij , corridor
Bulgaarse , Europeaan
pan , kookgerei
bezoeker , reiziger
wijfje , vogeltje
marktpositie , deel
stiltegebied , area
messing , metaallegering
koekoek , venster
schnabbel , break
accountantsverklaring , revelatie
verdelen , verdelen
aankomsthal , tussenstation
flaneren , overspringen
vereffenaar , zaakwaarnemer
onderneming , werklast
televisiereportage , beschrijving
inscheping , vertrek
douwen , glijden
kruisen , zetten
adhereren , ressorteren
rouwstoet , stoet
spalken , veranderen
tippen , raken
conflicteren , afsteken
spel , bezigheid
lol , gemoedsbeweging
verduisteren , insluiten
visualiseren , veranderen
hefvermogen , vermogen
ontucht , fleppen
visnet , net
helmstok , stick
bruinen , kleuren
receptie , tafel
binnendijk , waterdam
zadel , zitting
weerkaart , plattegrond
rechtervoet , voet
jaar , tijdseenheid
kleinigheid , geschenk
Castilië , district
vlot , drijver
kattengat , loop
piloot , vakman
utopie , taal
loodje , gewicht
lijfstraf , straf
pauper , figuur
micrometer , passer
Venustempel , tempel
interpellatie , vraag
uitzondering , afzondering
Venezolaan , onderdaan
kandelaar , kandelaar
aftrekken , minderen
strooibiljet , papier
drummen , manipuleren
pronomen personale , voornaamwoord
overgeven , kwalsteren
reformatie , hervorming
ontwikkelingsgeld , centen
toewijzen , delegeren
Duse , actrice
seismologie , geofysica
bonbon , traktatie
waanzin , ziekte
gemeentesecretaris , hoofd
jongleur , uitvoerder
psychose , ziekte
medicijn , drug
burger , figuur
hafnium , metaal
Wycliffe , theoloog
copuleren , werken
blusboot , schip
verheugen , zinnen
opnemen , schrijven
wegkijken , kijken
posten , versturen
joekel , mannetjesdier
RPF , partij
gastenboek , register
ontzetting , bevrijding
neerknielen , buigen
wielklem , rek
milieukunde , wetenschap
verijdelen , verhinderen
last , plicht
aanvatten , beetpakken
Aberdeen Angus , slachtvee
kapiteel , bovengedeelte
behandeling , zorg
technoloog , technicus
Israëli , Azische
pijndrempel , grens
kuisheid , ordentelijkheid
verbruiksartikel , consumptiegoederen
electrocutie , mortificatie
nitril , organische verbinding
brood , portie
ingeven , aanleren
inhameren , hameren
schietboog , wapen
liefdesverklaring , taaldaad
compenseren , betalen
kist , doos
cartograaf , geograaf
hydroxyde , verbinding
klusjesman , hulp
balans , hoofdlijn
ontluchten , voortbewegen
verdrijven , toepassen
boreling , infant
handelsgeest , transactie
afschot , wild
grondwetsherziening , herziening
Kaapverdiër , onderdaan
laatbloeier , figuur
zigeunerorkest , muziekgroep
schrijfpapier , papier
dorpspolitiek , politiek
wijnproever , connaisseur
lecithine , fosfolipide
voorbeschouwing , vaststelling
damesblad , tijdschrift
busverbinding , treinverbinding
toeleggen , renderen
carillon , instrument
hooimijt , kwantiteit
stoppen , eindigen
inbreuk , violatie
ferritine , proteïne
turner , sporter
kweker , akkerbouwer
palladium , metaal
bureaucraat , functionaris
heersen , voorvallen
wentelteefje , gerecht
rationalisatie , afweermechanisme
zoom , opdagen
dispositie , aard
vlechten , dooreenweven
idiolect , spreektaal
reclamecodecommissie , kamer
fabrikant , zakenman
intrekken , voortbewegen
gereedschap , middel
route , ruimte
desavoueren , houden
bigamie , huwelijk
keuze , vaststelling
afstompen , verzwakken
bolwerken , slagen
metabletica , wetenschap
adenosine , nucleoside
dameskleding , goed
schimmelkaas , kaas
bonk , gedeelte
kwetsing , pijn
schapenvacht , vacht
kalkgebrek , ongemak
draaien , verplaatsen
circumflex , diakritisch teken
conceptie , samensmelting
kraanvogel , hijskraan
achterhalen , overspringen
gloeiende sintel , fragment
haarverzorging , zorg
polyester , kunststof
Sloveen , Europeaan
Lot , Hebreeërs
landgenoot , landgenoot
antagonist , spier
plassen , voortbewegen
slijk , leem
opschorten , opschuiven
bommenwerper , gevechtsvliegtuig
hengst , mannetjesdier
Edam , kaas
bak , container
twisten , dansen
gewicht , artefact
weeroverzicht , hoofdlijn
ontaarden , mislopen
paresthesie , symptoom
bas , bas
strelen , voldoen
bodemgesteldheid , conditie
militaire dienst , mobilisatie
beschaving , samenleving
terugwerken , beïnvloeden
elektronenmicroscoop , microscoop
trimschoen , sportschoen
opvliegen , aantonen
aanbesteden , aanbieden
nudistenstrand , strand
terugschieten , voortbewegen
discus , sportuitrusting
vergaren , voortbewegen
tractie , intensiteit
snoer , koord
crapaud , leuningstoel
groothertogin , hertogin
verhandelen , elkaar
confiscatie , saisie
geleider , element
Braziliaans , Portugees
zinnen , besef
honk , punt
vest , kledingstuk
boerenbont , keramiek
omstrengelen , insluiten
zesde , breuk
kankerbestrijding , verrichting
deposant , Nazareeër
geborrel , geluid
afwijken , bewegen
vallen , tot stand komen
wederhelft , wederhelft
Sheridan , toneelschrijver
institutionalisering , show Time
verbond , vakcentrale
herbewapening , mobilisatie
plengen , voortbewegen
socialisme , ideologie
opvallen , ogen
verveling , ongenoegen
Transfiguratie , herziening
plegen , lijken op
slachtoffer , figuur
obligaat , toonzetting
grijpkraan , kraan
anachoreet , vlinder
uitleggen , houden
tweeter , loudspeaker
Berlinerbol , Duitser
walvisjager , jager
witkiel , figuur
invliegen , toepassen
overzetten , verplaatsen
abuseren , toepassen
equatoriaal , telescoop
jodenhaat , haatgevoelens
nonsens , runderpest
rekeningnummer , numero
chemische technologie , technologie
overhalen , intrekken
asfalteren , bestraten
alfa , onderricht
handelsbetrekkingen , relatie
prestatie , daad
haarspeldbocht , draai
gissen , vinden
bloedworst , worst
witwassen , verborgenheid
fluweel , textiel
bijtekenen , contracteren
stand , hoedanigheid
compilatie , boekje
aanspannen , trekken
bruidsbed , bedstede
rok , overtrek
Rocky Mountains , bergrug
sediment , stof
stuiter , knikker
propagatie , toename
vioolkam , kam
voetbalbond , associatie
afronding , beëindiging
benzinedamp , afvalstof
platteland , provincie
begeren , verlangen
arseen , chemisch element
prijslijst , lijst
wringen , grijpen
pegel , schop
Nieuwgrieks , Nieuwgrieks
wereldkaart , plattegrond
schorriemorrie , gepeupel
silo , toren
overlopen , overspringen
geboortecijfer , gemiddelde
uitklaren , verklaren
koningskaars , kruid
kapok , vulling
leeskop , element
variatie , herhaling
lino , afdruk
rivierpolitie , prinsemarij
smeltpunt , temp
programma , software
stroom , stroming
kleinmaken , wisselen
aftreden , geven
gasolie , koolwaterstof
stopverbod , bevel
beëlzebub , miskleun
reactie , alteratie
kroniek , verslag
houdstermaatschappij , vennootschap
vouwstoel , crapaud
zachtheid , attitude
farmacoloog , drogist
pauk , kalfsvel
ophopen , dichtstoppen
interpretatie , motivering
koortsaanval , beroerte
dendriet , zenuwvezel
bokking , haring
opflikkeren , oplaaien
afschrapen , schrabben
dienst , werk
zelfstandig naamwoord , naamwoord
vereerder , schattebout
indoctrinatie , pedagogie
onachtzaamheid , karaktertrek
balkaniseren , verdelen
kampvuur , ontbranding
inzetten , invallen
fuik , val
hellebaard , spies
condenseren , keren
drager , figuur
activisme , streven
junkie , drugsgebruiker
potentaat , heerser
bloemschikken , zetten
monopoliën , spelen
brainstormen , de hersens inspannen
provoost , gevang
maalteken , symbool
overgang , omzetting
gracht , vaartje
ardennen , plateau
huwelijksgeschenk , geschenk
bruid , tante
dopen , meedelen
borstplaat , traktatie
volksrepubliek , democratie
vertrouwensrelatie , relatie
feestmaal , nagerecht
afzetten , belazeren
voorzanger , hulppredikant
feces , excreten
neerdwarrelen , zakken
exposeren , tonen
doorzenden , sturen
goederenwagon , rijtuig
oppositie , reactie
Ka\ , schrijn
verpersoonlijken , symboliseren
laserstraal , stralenbundel
bepakking , passagiersgoed
laten , vaarwelzeggen
alpenden , den
rijkdom , kwantiteit
bokbier , pils
Beker , constellatie
kak , defecatie
Snead , golfer
nobelium , chemisch element
